리뷰ID,작성자ID,제목,내용,리뷰 날짜,숙박 날짜,여행 유형,종합 평점,가격,장소,침대의 퀄리티,객실,청결도,서비스
874920593,whtlsgus1,여기숙박할 돈으로 다른곳가세요,물 안내려감 티비안됨 커튼도 안됨<br/>아무리 중국자본으로 호텔을 지었다지만 그냥 중국 호털 그자체...이돈으로 다른곳 3일갈수있습니다,2023년 1월 13일,2023년 1월,커플로 여행함,2.0,4.0,2.0,2.0,2.0,2.0,2.0
874905453,pinkle690,너무 좋았던 야외 온수풀,겨울 야외 온수풀은 예상보다 훨씬 기분좋은 경험이었다 코로나 전에는 온천을 자주 갔었는데 온천은 아니더라도 오랜만에 야외 온수풀을 즐길 수 있어서 너무너무 좋았음 38층 포차 조식 너무 맛있었고 그랜드키친보다 카페8 조식이 개인적으로 더 나았음,2023년 1월 13일,2023년 1월,커플로 여행함,5.0,3.0,4.0,5.0,5.0,5.0,5.0
874903881,sgarla2,번아웃 예방 스테이,"번아웃이 찾아올듯한 느낌이 들때 훌쩍 떠나 쉴수 있는 곳, 수영장. 스파, 레스토랑 , 가격까지 두루두루 훌륭하다. 제주 관광은 객실에서 눈으로 해서 몸이 피곤하지 않다 ^^",2023년 1월 13일,2023년 1월,가족과 여행함,4.0,5.0,5.0,3.0,5.0,4.0,4.0
874717209,rlfwns0707,좋습니다ㅎㅎ,해외좋은호텔들도 많이 가봤지만 아무래도 우리나라호텔이니 가장 알맞게 준비가 되지 않았다 싶었구요 여태가본호텔중에 가장 좋습니다ㅎㅎ 변함없습니다 어린아이들 인원추가비용과 조식이 무료인것도 정말 좋습니다 가족들을 배려해주는 것 같네요ㅎㅎ,2023년 1월 11일,2023년 1월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,
874699062,ssarlnqq,제주 여행 때마다 이용중인데 청소 서비스가 불만족이었음.,제주 여행 때마다 이용중인데 청소 서비스가 불만족이었음.<br/>또한 주차 등록요청을 체크인때 했으나 매번 출차시 미등록 차량으로 되어있어 불편했음<br/>(바로 직전 22.11월 여행때도 마찬가지였음),2023년 1월 11일,2023년 1월,가족과 여행함,4.0,3.0,3.0,3.0,3.0,2.0,4.0
874605467,Yoonjung C,넓은 객실과,"넓은 객실과 친절한 고객서비스에 대만족여행이었습니다. 특히 침대는 현재까지 만족도 최고였던 시그니엘과 같은 수준의 최고로 편안했었습니다. 욕조, 샤워부스, 화장실도 넓고 각각 분리되어 있어서 가족끼리의 프라이버시도 보장되어서 좋았습니다. 다음 제주도 여행에서도 선택하고 싶네요. ",2023년 1월 10일,2023년 1월,가족과 여행함,5.0,5.0,4.0,5.0,5.0,5.0,5.0
874605448,navy0913,만족스러웠던 호텔,"체크인부터 체크아웃까지 직원들은 친절했고, 룸은 쾌적하고 편안했습니다. 친정엄마를 모시고 간 여행이었는데 엄마도 숙박에 만족하셨고, 아이는 수영장이, 엄마는 스파가 이번 여행에서 젤 좋았다고 말씀하셨습니다. 밖에 나가지 않아도 3-4층 쇼핑몰에서 쇼핑도 하고 간단한 음식도 먹을수 있어 편리했습니다. 다만, 조식 뷔페는 음식이 저희 가족 입에는 많이 짜서 그점이 좀 아쉬웠습니다. ",2023년 1월 10일,2023년 1월,가족과 여행함,5.0,4.0,4.0,5.0,5.0,5.0,5.0
874585891,wlskadyd,제주 하얏트 최고~~ 무조건 오세요,"공항과 가까운 위치에 있고 , 시설 최고 서비스 최고의 호텔 입니다.<br/>직원분들의 친절함은 말할 필요없이 좋고, 조식 또한 최고의 만찬 이었습니다.<br/>많이들 경험하세요. 후회 하지 않습니다.",2023년 1월 10일,2023년 1월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
874372073,icecool83,전반적으로 매우 만족,"투숙하는 기간동안 룸 메이크업을 안하는 편이라 투숙인원수나 연박이용등을 고려하여 타월 및 어메니티등을 여유있게 비치해두는 센스가 좀 있었으면.. 그리고 체크아웃시 기념으로 볼펜 요청드렸더니 투숙인원이 셋인데 달랑 하나..서비스 별 하나 뺐고요, 커피머신을 개인적으로 세척했는데 좀 더러웠다는..청결도 별하나 뺐고요..나머지는 객실 조용하고 고층이라 너무 마음에 들었어요. 다음에 또 이용할 계획입니다. ",2023년 1월 8일,2023년 1월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,4.0,4.0
874256086,xenia442023,매우 좋았다,"시설, 서비스, 청결도 등 모든 면에서 만족스러움. 온수풀은 한겨울에 야외에서 아이와 수영을 해도 춪지 않을만큼 따뜻했다. 조식의 선택폭도 넓고, 다시금 묵고 싶은 호텔",2023년 1월 7일,2023년 1월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
874229835,7wonsik,그랜드하얏트제주,전체적으로깨끗하고 시설이잘되어있어서 이용하는데 불편함이없었고 아이가수영장을 좋아하는데 수영시설이괜찮았음,2023년 1월 7일,2023년 1월,가족과 여행함,5.0,4.0,5.0,5.0,4.0,4.0,5.0
874209191,makekorea,모든걸 실현하는 제주 하얏트,체크인 카운터가 여러개로 사람들이 몰히는 시간대에도 여유롭게 체크인을 했으며..방객실 배정 후 룸에서 만나본 제주는 또 다른 매력으로 다가왔습니다..,2023년 1월 7일,2023년 1월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
874184970,Passport499056,시설만 좋음,"전체적으로 제주에 상급 호텔 중 가장 좋은 시설이지만 청결이 개판임 샤워실 배수구는 이탈되어 있고 샤워기 해드에 머리카락 붙어있고 프론트 직원, 룸써비스 직원은 일하기 실은 느낌이고 비행기 이착륙 소리가 계속 들림, 스마트 폰 앱용 디지털키 작동안됨 TV 연결은 qr코드로 만 됨",2023년 1월 7일,2023년 1월,출장 목적으로 여행함,3.0,2.0,3.0,5.0,5.0,1.0,2.0
874073237,sykim0521,새해 해맞이 이벤트를 위한 호캉스,새해 해돋이를 볼 수 있다는 말에 예약해서 아이들과 해맞이 잘 하고 왔어요. 1월 1일 뜨는 해는 다른 때랑 다르게 느껴지는 느낌이였어요. 포차도 이용하는데 직원들 서비스도 좋아서 즐거운 호캉스 하고 왔어요. ,2023년 1월 6일,2022년 12월,가족과 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
873989096,lovable82,위치와 시설 good,모든것에 만족합니다. 아이들과 숙박하기에도 좋고 트윈룸 침대사이즈가 생각보다 커서 어른2 아이2 숙박하기에 아주넉넉했음,2023년 1월 5일,2022년 12월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
873961007,jungso0915,제주 하얏트가 주는 특별한 선물.,"시내에 있어서 편리함이 좋고 객실은 물론 피트니스, 수영장, 그리고 38층의 포차 등 모든 부분이 만족감을 주어 좋아요. 다른 무엇보다 객실의 완벽함은 저절로 감탄을 낳게 합니다.",2023년 1월 5일,2023년 1월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
873950230,diddodus,편안한 하얏트,하얏트를 찾는 이유는 넓도 쾌적한 룸과<br/>다양하고 맛있는 룸서비스 식당이 있기때문이다.아쉬움이있다면 수영장 부분이지만<br/>서비스면에선 친절교육이 잘 되어있는듯 보였다.,2023년 1월 5일,2022년 12월,가족과 여행함,4.0,3.0,4.0,3.0,4.0,4.0,5.0
873853431,yun88shin,하얏트 굳굳,"3,6세 아이들과 투숙하였는데 룸이 넓어서 아이들이 답답하지 않아했고 <br/>특히 화장실은 세면대도 두개였고 키즈 에머니티 신청시 여러가지 구비해주셔서 편했습니다 ",2023년 1월 4일,2022년 12월,가족과 여행함,5.0,3.0,3.0,5.0,5.0,5.0,5.0
873581495,kingofmice,홈 쇼핑에서 싸게 가야만 하는 그랜드 제주 하얏트,절대 제 가격 혹은 일반 객실 이상은 하지 마세요. 객실수 너무 많고 직원은 적고 무슨 돗대기 시장도 아니고 그냥 홈쇼핑에서 저렴하게 5성급 경험차 가시는거면 추천. ,2023년 1월 2일,2022년 12월,가족과 여행함,1.0,,,,,,1.0
873577380,starwars33,직원 하나의 태도는 곧 투숙객에게 좋았던 경험들을 싹~ 안좋은경험으로 바꾸는 마법,"1. 객실 &amp; 리셉션 = 10/10<br/>2. 위치 = 8/10 <br/>3. 로즈베이 스파 = 매번 이용할때마다 느끼지만, 항상 만족했음. 직원들 친절<br/>4. 찜질스파 &amp; 사우나 = 이번 방문에 처음 이용했습니다. 찜질방도 넓고, 사우나 시설 좋습니다.<br/>건식사우나 &amp; 습식사우나 작동 잘되서 다음에 또 이용할거같아요. (제주 동쪽 00호텔 습식사우나는 수증기 보기가 힘듦)<br/>5. 38층 라운지 = 투숙할때마다 가끔 방문을 하지만, 할많하않 <br/>잘하는 직원들도 계시겠지만...^^",2023년 1월 2일,2022년 12월,커플로 여행함,4.0,5.0,4.0,5.0,5.0,4.0,3.0
873570034,ifom77,훌륭한 호텔,<br/>신규 호텔로 훌륭한 시설이었으며 공항과 가까워 편리한 것이 장점. 제주 전체가 보이는 뷰가 인상적이며 적극 추천함. 기회가 되면 다시 이용하고 싶음,2023년 1월 2일,2022년 12월,가족과 여행함,5.0,4.0,5.0,5.0,4.0,4.0,5.0
873567034,gnodli,하얏트제주 방문기,시설은 전체적으로 깔끔<br/><br/>조식 뷔페는 그냥그냥인데 녹나무 조식은 깔끔하니 먹을만함 <br/>신라에서 호텔 내에서 점심 저녁 먹기가 부담스러운데 하얏트는 호텔 내 식당에서 세 끼 다 해결해도 부담이 적음<br/> 호텔 내 편의점 있어서 편함,2023년 1월 2일,2022년 12월,가족과 여행함,4.0,5.0,2.0,5.0,5.0,5.0,3.0
873507518,williamcokr,매우 만족스러웠습니다.,"조식,서비스,친절함 등등 개인적으로는 너무 좋았습니다. 다음에 다른 뷰의 객실에도 머물어보고싶다고 생각들만큼좋았습니다.",2023년 1월 1일,2022년 12월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
873494944,dotorimo,시설 전체가 좋았습니다,"호텔도 좋았습니다만, 웰컴 드링크로 서비스 받은 바의 경관도 좋았고, 내부 식당들도 좋았고, 쇼핑몰도 좋았습니다. 폭풍이 몰아친 제주에서 실내에 있으면서도 매우 만족스러운 경험과 추억을 남겼습니다. 푸드 코드도 생맥주 한잔하기에 정말 좋았습니다. 분명히 다음에도 방문하고 싶은 경험입니다.",2023년 1월 1일,2022년 12월,커플로 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
873461073,elise0116,꿈같은1박2일,꿈에그린호캉스였습니다ㅡ예약시 직원분께 고층부탁드렸는데ㅡㅡ25층으로배정해주셔서 너무좋았습니다ㅡ다음기회에도 꼭 다시방문예정입니다ㅡ,2023년 1월 1일,2022년 12월,커플로 여행함,5.0,3.0,5.0,5.0,5.0,5.0,5.0
873229733,아끼다,12월의 가족여행,하얏트 호텔! 코너스위트 룸으로 선택을<br/>하였다. 룸에 입장하자 높은 층고와<br/>제주공항+바닷가 가 바라다보이는<br/>뷰가 예술이었다. 그랜드클럽 서비스도<br/>만족도가 높았다.<br/>만약 자녀 3명(한가족) 이 투숙<br/>가능하다고 하면 재방문 의사가 있다.,2022년 12월 30일,2022년 12월,가족과 여행함,5.0,3.0,5.0,3.0,5.0,5.0,5.0
873050974,wys75,여행의중심,여행할때 숙박시설을 가장주요하게 여기는데~하얏트제주는 그기대에 부합하는 좋은장소였다 쇼핑시설부터 다이닝까지 기대에 떨어지는 장소는  없었다,2022년 12월 28일,2022년 12월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
873017739,gongju0318,최고의 밤,다녀본 호텔 중 탑 5안에 들 정도로 최고최고!! <br/>룸 컨디션 하나하나 신경 쓴 것이 느껴졌고 너무  잘 쉬다가 왔습니다:)<br/>기상때문에 야외 수영장 이용 못 한 것이 아쉬움으로 남네요 ㅠㅠ,2022년 12월 28일,2022년 12월,가족과 여행함,5.0,5.0,4.0,5.0,5.0,5.0,5.0
872931704,awd526,전체적으로 완벽한 호텔 최상의 서비스,"완벽한 휴식을 위해 완벽한 서비스를 준비해주시는 완벽한 호텔이라고 생각합니다 <br/>상쾌한 아침, 즐거운 식사 ,청결한 침실 모두 완벽 ",2022년 12월 27일,2022년 12월,커플로 여행함,5.0,5.0,5.0,4.0,4.0,5.0,4.0
872897190,moon7ring,호캉스로 제격인 호텔!,선물로 받은 하얏트 1박! 너무 행복했습니다~ 입지조건도 좋구요. 시설면은 말할 것도 없구요. 스탠다드 객실의 규모가 여느 호텔의 스위트 객시 못지 않아서 놀랐어요! 즐겁게 놀고 편하게 잘 쉬었다 왔어요~,2022년 12월 27일,2022년 12월,커플로 여행함,5.0,2.0,4.0,5.0,5.0,5.0,5.0
872786330,west3072022,그랜드 하얏트 제주 이용,"객실 컨디션, 청결 모두 만족<br/>직원들도 너무 친철하고 근처에 맛집도 많아 너무 좋았음.<br/>마운틴뷰를 이용하였는데 한라산 전경이 너무 멋있었음.",2022년 12월 26일,2022년 12월,가족과 여행함,5.0,4.0,5.0,5.0,5.0,5.0,5.0
872782209,hyunayom,로비 직원들은 항상 친절,스테이크 하우스는 이른 저녁임에도 불구하고 홀 중앙 빈자리를 비워둔채 코너로 좌석 배정. 그 옆에 시끄러운 그룹이 있어 좌석 배정에 의문을 가짐. 뭔가 질서정연하지 못함. 결제시 하얏트 월드호텔 번호 대신 이메일을 알려달라고 하여 그냥 번호 알려줬음.  스테이크 하우스를 제외한 대부분의 장소에서 접객은 여느 호텔과 유사했음,2022년 12월 26일,2022년 12월,가족과 여행함,4.0,3.0,4.0,3.0,4.0,3.0,3.0
872746195,waterria,공항과 가까워서 좋았어요,"공항과 거리가 가깝고, 야외수영장이 좋았습니다.<br/>무엇보다 서비스가 전체적으로 좋았는데, 이동 동선이 번거로운 점이 조금 불편했습니다. ",2022년 12월 25일,2022년 12월,친구와 여행함,4.0,4.0,4.0,4.0,4.0,4.0,4.0
872715807,petti7,최악의 호텔,호캉스를 위해 예약한 호텔에서 최악의 경험을 하여 씁쓸<br/>제주 속의 중국 같은 느낌<br/>완전히 중국호텔<br/>중국에서 이정도 호텔수준이명 10만원대에 투숙 가능<br/>가성비 최악<br/>직원응대 나쁨<br/>음식 맛없음<br/>전반적으로 5성급을 흉내내고 공만 벌고 싶은 호텔로 기억될것임,2022년 12월 25일,2022년 12월,가족과 여행함,1.0,1.0,3.0,3.0,3.0,1.0,1.0
872713485,spaceworld21,크리스마스 가족여행,"손자와 함께한 크리스마스 가족여행으로 아이들과 함께 호캉스하기에 최상의 조건(위치, 시설, 서비스등)을 가지고 있습니다. 조용한 위치를 선택하여 식사도 가능하고 실내외수영장도 무료로 제공되며 38층 음료서비스도 제공되어 스카이뷰를 보며 다양한 음료 및 스낵도 맛볼수 있습니다. 힐링하기에 너무 좋아요",2022년 12월 25일,2022년 12월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
872645222,989yordam,베리 굿,"신혼여행의 숙소로 선택했던 하얏트제주. 온수풀장도 훌륭했고 음식도 좋았습니다. 조식도, 룸서비스도, 방안에서의 풍경도 너무 좋았습니다.",2022년 12월 24일,2022년 12월,가족과 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
872521201,998877zzxx,굿굿굿굿굿굿굿구ㅛ굿굿,굿굿굿 다 괜찮았음 눈 와서 흐려진게 오히려 뷰가 신선해서 좋았음. 얼마나 그지같아보였으면 보증걸고도 하루종일 선결제함 다 그런건가 생각이 들었지만 편해서 괜찮았음 다음번에 또 갈 의향있음 굿굿 조식은 잘뽑으면 맛남 못뽑으면 노맛 스테이크하우스 음식 나오는데 1시간걸림 전복치즈구이가 스테이크 보다 더 맛남 그랜드키친 아침 점심에는 대게가 없음 회 맛남 고기종류 질김 캔콜라 맛남 파스타 맛남 피자 노맛 육회 꿀맛 흡연실가기 귀찮 방에서 펴버릴뻔 수영장 못가서 아쉽 4층에 옷 이쁜거 많음 MD 센스 굿 편의점에 담배 안팜 속상 그랜드클럽 조식 못먹어서 아쉽 점심 저녁 커피 칵테일 괜츈 카지노 외국인전용 까비 포차 안주 전반적 맛남 오뎅탕은 개별로 소주가 맛없음 근데 의문 라운지38 우롱티가 뷰보다 더 맛있는집 모쪼록 간만에 즐거운 휴식을 취해서 전반적으로 만족 ,2022년 12월 23일,2022년 12월,친구와 여행함,5.0,5.0,5.0,5.0,5.0,5.0,5.0
